Timestamp,Sejak kapan Anda mengikuti JKT48 dan/atau menjadi fans JKT48? ,Gender,Usia,"Berdasarkan tempat tinggal Anda, manakah yang paling tepat mendeskripsikan Anda?",Apa status Anda saat ini?,Apakah Anda sudah pernah melakukan pembelian produk JKT48? ,Media sosial apa yang secara aktif Anda gunakan untuk menjalankan aktivitas sebagai fans JKT48 (idoling)?,Apa alasan yang men-trigger Anda untuk menjadi atau kembali menjadi fans JKT48 pasca-restrukturisasi? (Alasan menjadi fans JKT48),"Secara rata-rata, berapa uang yang Anda habiskan dalam sebulan untuk idoling?",Dari produk di bawah manakah yang pernah Anda beli?,"Dari pilihan di bawah ini, manakah sumber yang menginfluence Anda untuk menjadi Fans JKT48?",Jika Anda menjawab Streamer sebagai sumber awareness dan sumber influence Anda untuk menjadi fans JKT48. siapakah Streamer yang paling menginfluence Anda dan alasannya?,,,,,,,,,,,,,,,
12/30/2023 12:54:01,tahun 2021,Perempuan,26-30 tahun,Fans near,Bekerja,Iya,Twitter,Karna mereka memang pantas untuk didukung,< Rp 500.000,"Streaming Theater, Birthday T-shirt, Tiket Konser, Tiket event off-air atau on-air, Merchandise Lainnya",Festival musik yang mengundang JKT48,,,,,,,,,,,,,,,,
12/30/2023 12:58:52,tahun 2023,Laki-Laki,20-25 tahun,Fans far,Bekerja,Iya,Twitter,"Video tiktok
Isi videonya pengumuman perpindahan Haruka dari AKB ke JKT. Jujur baru tau dan mulai tertarik karena ternyata JKT juga ada proses yang seperti itu. ",Rp 500.000 - 1.000.000,"Streaming Theater, Video Call with JKT48",Konten Tiktok Terkait JKT48,,,,,,,,,,,,,,,,
12/30/2023 12:58:54,tahun 2021,Perempuan,20-25 tahun,Fans far,Pelajar/Mahasiswa,Iya,Twitter,"Karena udah nyaman aja sih, dulu pensi karena oshi grad tapi terus balik lagi karena udah nemu oshi baru dan emg gaada yang bisa gantiin JKT48 sebagai ultimate idol saya",< Rp 500.000,"Streaming Theater, 2-Shot, Meet and Greet, Tiket Konser",Lainnya,,,,,,,,,,,,,,,,
12/30/2023 13:03:00,tahun 2021,Laki-Laki,20-25 tahun,Fans far,Bekerja,Tidak,Twitter,"merasa masih layak untuk di dukung, tapi tidak dengan fandom fanatik nya dan management bobrok nya",< Rp 500.000,Video Call with JKT48,Konten Clip Theater JKT48,,,,,,,,,,,,,,,,
12/30/2023 13:05:49,tahun 2023,Laki-Laki,15-20 tahun,Fans far,Pelajar/Mahasiswa,Iya,Youtube,Oshi kawai,< Rp 500.000,"Streaming Theater, Birthday T-shirt, Tiket Konser",Konten Clip Theater JKT48,,,,,,,,,,,,,,,,
12/30/2023 13:07:49,tahun 2023,Laki-Laki,15-20 tahun,Fans near,Pelajar/Mahasiswa,Iya,Instagram,"Agar bisa mencari kebahagiaan
",< Rp 500.000,"Birthday T-shirt, Tiket event off-air atau on-air",Meme Freya,,,,,,,,,,,,,,,,
12/30/2023 13:08:45,tahun 2021,Laki-Laki,di atas 30 tahun,Fans near,Bekerja,Iya,Twitter,Bentuk support perjuangan member yg bertahan & di korbankan,> Rp 2.000.000,"Theater, Streaming Theater, Video Call with JKT48, 2-Shot, Meet and Greet, Birthday T-shirt, Tiket Konser, Tiket event off-air atau on-air, Merchandise Lainnya",Twitter terkait JKT48,"GAK ADA, STREAMER CUMAN PANSOS",,,,,,,,,,,,,,,
12/30/2023 13:10:15,tahun 2021,Perempuan,26-30 tahun,Fans far,Bekerja,Iya,Instagram,Ingin lebih mengenal kembali member” baik yg sudah ada mau pun yg baru,< Rp 500.000,"Streaming Theater, Tiket event off-air atau on-air, Merchandise Lainnya",Instagram post terkait JKT48,Zee merupakan member yg sangat saya suka dengan perilakunya yg lucu dan manis,,,,,,,,,,,,,,,
12/30/2023 13:10:50,tahun 2022,Laki-Laki,15-20 tahun,Fans far,Bekerja,Tidak,Tiktok,Tertarik kepada salah satu member dan ex-member,< Rp 500.000,Merchandise Lainnya,Konten Clip Theater JKT48,,,,,,,,,,,,,,,,
12/30/2023 13:15:36,tahun 2021,Laki-Laki,20-25 tahun,Fans far,Pelajar/Mahasiswa,Iya,Tiktok,Karena liat perjalanan jkt dri abis tragedi itu tu kyk wow bgt sih merelakan bnyk hal bgt pokoknya ini idol grup bikin degdegan deh liatnya waktu itu jdi memutuskan untuk ngidol kembali,Rp 1.500.001 - 2.000.000,"Streaming Theater, Birthday T-shirt, Merchandise Lainnya",Konten Tiktok Terkait JKT48,,,,,,,,,,,,,,,,
12/30/2023 13:16:01,tahun 2022,Laki-Laki,15-20 tahun,Fans far,Pelajar/Mahasiswa,Iya,Instagram,Karena Zee ,< Rp 500.000,Meet and Greet,Zee x Erigo New York,,,,,,,,,,,,,,,,
12/30/2023 13:19:04,tahun 2023,Laki-Laki,15-20 tahun,Fans far,Pelajar/Mahasiswa,Iya,Twitter,"Ga ada sih alasannya,cuma mungkin karena kesepian terus keterusan ga kerasa bisa suka sama idol ibu kota sampai sejauh ini",< Rp 500.000,"Video Call with JKT48, 2-Shot, Meet and Greet, Tiket Konser, Tiket event off-air atau on-air, Merchandise Lainnya",Konten Clip Theater JKT48,,,,,,,,,,,,,,,,
12/30/2023 13:20:33,tahun 2022,Laki-Laki,15-20 tahun,Fans near,Pelajar/Mahasiswa,Iya,Twitter,Karena ingin menambah hobi sekaligus mencari teman Baru.,Rp 500.000 - 1.000.000,"Theater, Streaming Theater, 2-Shot, Meet and Greet, Birthday T-shirt, Tiket Konser",Konten Clip Theater JKT48,,,,,,,,,,,,,,,,
12/30/2023 13:26:34,tahun 2023,Perempuan,15-20 tahun,Fans far,Pelajar/Mahasiswa,Tidak,Instagram,Tidak ada alasan untuk menjadi fjkt48,< Rp 500.000,Streaming Theater,Meme Freya,,,,,,,,,,,,,,,,
12/30/2023 13:28:01,tahun 2022,Laki-Laki,15-20 tahun,Fans near,Pelajar/Mahasiswa,Iya,Tiktok,karna saya merasa menemukan kenyamanan,< Rp 500.000,Birthday T-shirt,Konten Tiktok Terkait JKT48,DeanKT karna amanda membership,,,,,,,,,,,,,,,
12/30/2023 13:29:51,tahun 2021,Laki-Laki,20-25 tahun,Fans far,Bekerja,Iya,Tiktok,Karna Berakhirnya Kontrak Izone dan Gfriend sehingga bingung mau stan yg mana ,< Rp 500.000,"Streaming Theater, Tiket Konser",Konten Clip Theater JKT48,,,,,,,,,,,,,,,,
12/30/2023 13:30:50,tahun 2022,Laki-Laki,15-20 tahun,Fans near,Pelajar/Mahasiswa,Iya,Twitter,"awalnya buat ngilangin rasa patah hati istilahnya ma ya, lama lama tertarik seru + temen banyak yang ikutan",< Rp 500.000,"Theater, Streaming Theater, Birthday T-shirt, Tiket Konser, Tiket event off-air atau on-air",Festival musik yang mengundang JKT48,,,,,,,,,,,,,,,,
12/30/2023 13:38:13,tahun 2022,Laki-Laki,15-20 tahun,Fans near,Pelajar/Mahasiswa,Iya,Twitter,menarik,< Rp 500.000,"Streaming Theater, Video Call with JKT48, 2-Shot, Tiket event off-air atau on-air",Konten Tiktok Terkait JKT48,,,,,,,,,,,,,,,,
12/30/2023 13:38:25,tahun 2022,Perempuan,15-20 tahun,Fans near,Pelajar/Mahasiswa,Iya,Twitter,karena saya tertarik dengan grup tersebut,< Rp 500.000,Theater,Konten Tiktok Terkait JKT48,,,,,,,,,,,,,,,,
12/30/2023 13:40:52,tahun 2023,Laki-Laki,15-20 tahun,Fans near,Pelajar/Mahasiswa,Iya,Instagram,Jkt membuatku merasa senang. Positively,< Rp 500.000,"Birthday T-shirt, Tiket event off-air atau on-air, Merchandise Lainnya",Meme Freya,,,,,,,,,,,,,,,,
12/30/2023 13:44:05,tahun 2021,Perempuan,20-25 tahun,Fans far,Bekerja,Tidak,Instagram,Karena ini adalah JKT48,< Rp 500.000,Streaming Theater,Konten Clip Theater JKT48,,,,,,,,,,,,,,,,
12/30/2023 13:46:17,tahun 2021,Perempuan,15-20 tahun,Fans near,Pelajar/Mahasiswa,Iya,Instagram,Suka lagu lagu jkt48,< Rp 500.000,"Tiket Konser, Tiket event off-air atau on-air",JKT48 Tour 2022 & 2023,,,,,,,,,,,,,,,,
12/30/2023 13:56:23,tahun 2022,Laki-Laki,20-25 tahun,Fans far,Bekerja,Iya,Twitter,"Saya mulanya masih terlalu muda memasuki fandom ini, kini dengan akses dan finansial yang stabil saya siap untuk kembali ngidol",< Rp 500.000,"Theater, Streaming Theater, Video Call with JKT48, 2-Shot, Meet and Greet, Birthday T-shirt, Tiket Konser, Tiket event off-air atau on-air, Merchandise Lainnya",Konten Tiktok Terkait JKT48,,,,,,,,,,,,,,,,
12/30/2023 13:56:35,tahun 2023,Laki-Laki,15-20 tahun,Fans far,Pelajar/Mahasiswa,Iya,Twitter,Seru,< Rp 500.000,"Streaming Theater, Tiket event off-air atau on-air, Merchandise Lainnya",Meme Freya,,,,,,,,,,,,,,,,
12/30/2023 13:57:33,tahun 2023,Laki-Laki,10-15 tahun,Fans far,Pelajar/Mahasiswa,Tidak,Instagram,Saya sebenarnya tidak tahu apa itu jkt48 namun setelah saya tertarik untuk menggemari mereka,< Rp 500.000,Merchandise Lainnya,Konten Tiktok Terkait JKT48,Mas dean,,,,,,,,,,,,,,,
12/30/2023 14:04:07,tahun 2023,Laki-Laki,20-25 tahun,Fans near,Pelajar/Mahasiswa,Iya,Twitter,Karna event jjm sama meme freya fortune cookie,Rp 500.000 - 1.000.000,"Theater, Video Call with JKT48, Merchandise Lainnya",Festival musik yang mengundang JKT48,,,,,,,,,,,,,,,,
12/30/2023 14:05:08,tahun 2021,Perempuan,15-20 tahun,Fans far,Pelajar/Mahasiswa,Iya,Twitter,"Video graduate member yang kena restrukturisasi sempat lewat di tl Twitter aku, jadinya tertarik soalnya pada cantik cantik👏",Rp 500.000 - 1.000.000,"Streaming Theater, Birthday T-shirt, Merchandise Lainnya",Twitter terkait JKT48,,,,,,,,,,,,,,,,
12/30/2023 14:05:43,tahun 2022,Laki-Laki,20-25 tahun,Fans far,Bekerja,Tidak,Instagram,Lebih ke terkesan melihat perjuangan mereka,< Rp 500.000,Tiket event off-air atau on-air,Lainnya,-,,,,,,,,,,,,,,,
12/30/2023 14:11:12,tahun 2022,Laki-Laki,15-20 tahun,Fans far,Pelajar/Mahasiswa,Iya,Twitter,Tertarik dengan lagu yang memiliki arti lumayan dalam dan relate dengan keadaan,< Rp 500.000,"Streaming Theater, Tiket event off-air atau on-air",JKT48 Tour 2022 & 2023,,,,,,,,,,,,,,,,
12/30/2023 14:18:55,tahun 2023,Laki-Laki,di atas 30 tahun,Fans far,Bekerja,Iya,Youtube,Kebanyakan liat clip Gita saat di theater,< Rp 500.000,"Streaming Theater, Video Call with JKT48, Merchandise Lainnya",Konten Clip Theater JKT48,,,,,,,,,,,,,,,,
12/30/2023 14:26:11,tahun 2023,Laki-Laki,15-20 tahun,Fans far,Pelajar/Mahasiswa,Iya,Tiktok,"Karena memiliki teman sesama fans JKT48, dan membuat saya makin penasaran sama JKT48 ",Rp 500.000 - 1.000.000,"Theater, Streaming Theater, Video Call with JKT48, 2-Shot, Meet and Greet, Birthday T-shirt, Tiket Konser, Tiket event off-air atau on-air, Merchandise Lainnya",Konten Tiktok Terkait JKT48,,,,,,,,,,,,,,,,
12/30/2023 14:32:03,tahun 2022,Laki-Laki,15-20 tahun,Fans far,Pelajar/Mahasiswa,Iya,Twitter,Karena tertarik dengan hal-hal yang beru di jkt,< Rp 500.000,"Birthday T-shirt, Merchandise Lainnya",Meme Freya,,,,,,,,,,,,,,,,
12/30/2023 14:42:25,tahun 2023,Perempuan,15-20 tahun,Fans far,Pelajar/Mahasiswa,Tidak,Lainnya,"So happy dengan ke randoman member, selalu bersemangat profesional, sangat bekerja keras dan masih banyak lagi yang tidak bisa saya sebutkan satu persatu intinya saya sangat happy dengan adanya JKT48.",< Rp 500.000,Merchandise Lainnya,Zee x Erigo New York,"Zee  karena anaknya bekerja keras, profesional, dan masih banyak lagi yang tidak bisa saya sebutkan satu persatu intinya saya sangat bangga dan senang ketika melihat Zee atas pencapaiannya selama ini ",,,,,,,,,,,,,,,
12/30/2023 14:43:43,tahun 2021,Laki-Laki,15-20 tahun,Fans far,Pelajar/Mahasiswa,Iya,Twitter,Melihat MC kocak di teater ,< Rp 500.000,Streaming Theater,Konten Clip Theater JKT48,,,,,,,,,,,,,,,,
12/30/2023 14:52:03,tahun 2023,Laki-Laki,15-20 tahun,Fans near,Bekerja,Iya,Twitter,pokoknya mulai penasaran pas meme freya,Rp 500.000 - 1.000.000,Tiket event off-air atau on-air,Meme Freya,gada,,,,,,,,,,,,,,,
12/30/2023 14:58:47,tahun 2023,Laki-Laki,15-20 tahun,Fans far,Pelajar/Mahasiswa,Tidak,Instagram,"Karena saya baru tau kalau lagu di jkt48 itu enak semua dan sangat relate dengan kehidupan saya, jadi saya menjadi fans jkt48 karena lagunya enak enak dan tentu saja member nya juga cantik semua",< Rp 500.000,Tiket event off-air atau on-air,JKT48 Tour 2022 & 2023,,,,,,,,,,,,,,,,
12/30/2023 15:06:22,tahun 2021,Perempuan,10-15 tahun,Fans far,Pelajar/Mahasiswa,Tidak,Tiktok,Lagu yang bagus dan member yang multitalent ,< Rp 500.000,Merchandise Lainnya,Konten Tiktok Terkait JKT48,Kak nanas,,,,,,,,,,,,,,,
12/30/2023 15:14:06,tahun 2023,Laki-Laki,26-30 tahun,Fans near,Bekerja,Tidak,Tiktok,Menemukan minat kembali,< Rp 500.000,Merchandise Lainnya,Konten Clip Theater JKT48,,,,,,,,,,,,,,,,
12/30/2023 15:34:58,tahun 2021,Laki-Laki,10-15 tahun,Fans near,Pelajar/Mahasiswa,Tidak,Twitter,Awalnya coba coba ehh keterusan,< Rp 500.000,Merchandise Lainnya,Lainnya,,,,,,,,,,,,,,,,
12/30/2023 15:47:58,tahun 2021,Laki-Laki,20-25 tahun,Fans near,Bekerja,Iya,Twitter,Dapet link MV Rapsodi dari temen SMP jadi tertarik ngidol lagi sambil mengisi waktu luang saat pandemi,> Rp 2.000.000,"Theater, Streaming Theater, Video Call with JKT48, 2-Shot, Meet and Greet, Birthday T-shirt, Tiket Konser, Tiket event off-air atau on-air, Merchandise Lainnya",Twitter terkait JKT48,,,,,,,,,,,,,,,,
12/30/2023 15:55:21,tahun 2022,Perempuan,15-20 tahun,Fans far,Pelajar/Mahasiswa,Tidak,Twitter,karena tidak adanya team,< Rp 500.000,Streaming Theater,Konten Clip Theater JKT48,,,,,,,,,,,,,,,,
12/30/2023 16:01:04,tahun 2023,Laki-Laki,20-25 tahun,Fans far,Pelajar/Mahasiswa,Iya,Twitter,Δεν ξέρω... Μόλις το ξεκίνησα στις αρχές του τρέχοντος έτους.,Rp 500.000 - 1.000.000,"Streaming Theater, Video Call with JKT48, Birthday T-shirt, Merchandise Lainnya",Meme Freya,"Τίποτα, μόνο τη δική σου θέληση Τίποτα, μόνο τη δική σου θέληση ",,,,,,,,,,,,,,,
12/30/2023 16:16:01,tahun 2021,Perempuan,10-15 tahun,Fans far,Pelajar/Mahasiswa,Iya,Twitter,jkt48 dapat menjadi rumah bagi para fans,< Rp 500.000,"Streaming Theater, Video Call with JKT48, Birthday T-shirt, Merchandise Lainnya",Konten Tiktok Terkait JKT48,,,,,,,,,,,,,,,,
12/30/2023 16:20:10,tahun 2023,Laki-Laki,15-20 tahun,Fans near,Pelajar/Mahasiswa,Iya,Tiktok,Keunikan setiap member nya dan juga lagu2 enak2,< Rp 500.000,"Streaming Theater, Birthday T-shirt, Tiket event off-air atau on-air",Konten Tiktok Terkait JKT48,,,,,,,,,,,,,,,,
12/30/2023 16:22:51,tahun 2023,Laki-Laki,15-20 tahun,Fans far,Pelajar/Mahasiswa,Tidak,Tiktok,Karena jkt48 adalah rumah saat aku putus cinta,< Rp 500.000,Video Call with JKT48,Lainnya,Adel karena baik ,,,,,,,,,,,,,,,
12/30/2023 16:43:23,tahun 2023,Laki-Laki,15-20 tahun,Fans near,Pelajar/Mahasiswa,Tidak,Instagram,Lagunya enak,< Rp 500.000,Tiket event off-air atau on-air,Konten Clip Theater JKT48,,,,,,,,,,,,,,,,
12/30/2023 16:43:57,tahun 2023,Laki-Laki,20-25 tahun,Fans far,Bekerja,Iya,Tiktok,Freya dan pesona gen ganjil lain nya :),< Rp 500.000,Birthday T-shirt,Meme Freya,,,,,,,,,,,,,,,,
12/30/2023 16:56:09,tahun 2022,Laki-Laki,15-20 tahun,Fans far,Pelajar/Mahasiswa,Iya,Twitter,"Ketertarikan kepada salah satu member (umum) , lagu² jkt yang pernah sy dengar saat kecil rasanya terdengar enak saat didengar kembali dan ingin mendukung grup idol jkt48 ,begitu juga lagu² yg baru saya dengar seperti didalam setlist ramune , banzai & pajama atau lagu only today , jejak awan pesawat , pesawat kertas dll.",< Rp 500.000,"Streaming Theater, 2-Shot, Meet and Greet, Birthday T-shirt, Tiket event off-air atau on-air, Merchandise Lainnya",Konten Clip Theater JKT48,,,,,,,,,,,,,,,,
12/30/2023 17:18:52,tahun 2023,Laki-Laki,15-20 tahun,Fans near,Pelajar/Mahasiswa,Iya,Instagram,melihat video clip mediashare ,Rp 500.000 - 1.000.000,"Video Call with JKT48, Tiket event off-air atau on-air, Merchandise Lainnya",Streamer,deankt ,,,,,,,,,,,,,,,
12/30/2023 17:20:41,tahun 2021,Laki-Laki,10-15 tahun,Fans far,Pelajar/Mahasiswa,Iya,Instagram,Karena mau lanjutin pengalaman ,< Rp 500.000,"Streaming Theater, Video Call with JKT48, Birthday T-shirt, Merchandise Lainnya",Konten Tiktok Terkait JKT48,Gak ada ,,,,,,,,,,,,,,,
12/30/2023 17:28:22,tahun 2023,Laki-Laki,20-25 tahun,Fans far,Pelajar/Mahasiswa,Tidak,Instagram,Jkt 48 adalah obat moveon sehari diputusin pacar,< Rp 500.000,Birthday T-shirt,Konten Clip Theater JKT48,,,,,,,,,,,,,,,,
12/30/2023 17:32:01,tahun 2021,Laki-Laki,26-30 tahun,Fans near,Bekerja,Iya,Instagram,"Sebenarnya fans dari tahun 2020.
Awal mula tau tahun 2011 dari temen yg ngefans, trus cuman suka beberapa lagu doang. Di tahun 2020 karna pandemi jadi iseng ngulik jeketi, eh akhirnya keterusan sampe sekarang",< Rp 500.000,"Streaming Theater, 2-Shot, Meet and Greet, Birthday T-shirt, Tiket Konser, Tiket event off-air atau on-air, Merchandise Lainnya",Lainnya,,,,,,,,,,,,,,,,
12/30/2023 17:39:03,tahun 2021,Perempuan,15-20 tahun,Fans far,Pelajar/Mahasiswa,Iya,Twitter,"dulu tau jkt48 pas awal"" sd trus kirain uda bubar kaya sebelah taunya belum trus nyoba cari tau tuh yauda deh suka keterusan smpe skrg🙋‍♀️",< Rp 500.000,Merchandise Lainnya,Twitter terkait JKT48,,,,,,,,,,,,,,,,
12/30/2023 18:12:57,tahun 2023,Laki-Laki,26-30 tahun,Fans far,Pelajar/Mahasiswa,Iya,Instagram,Saya menonton clip di tiktok/IG ttg pantun Theater dan saya penasaran dengan member² nya saya cari di instagram. Dan saya mempelajari kulturnya dari streamer di Youtube dan sya tertarik ,< Rp 500.000,"Streaming Theater, Tiket event off-air atau on-air",Streamer,Robby S. Putra (bang tukul). Cara edukasinya terhadap fans baru benar² di bimbing dari 0. Sebenarnya sempet cari yg live di youtube sperti TGPURNAMA tapi hanya react video jdi sy tonton utk fun saja,,,,,,,,,,,,,,,
12/30/2023 18:20:09,tahun 2023,Laki-Laki,15-20 tahun,Fans far,Pelajar/Mahasiswa,Iya,Twitter,karena member2nya,Rp 500.000 - 1.000.000,"Streaming Theater, Video Call with JKT48, Meet and Greet, Tiket Konser, Tiket event off-air atau on-air",Twitter terkait JKT48,,,,,,,,,,,,,,,,
12/30/2023 18:23:04,tahun 2022,Laki-Laki,15-20 tahun,Fans far,Pelajar/Mahasiswa,Iya,Lainnya,"Alasan karna menarik aja, dan awal mula saya suka jekate karna teman saya, di situ saya mulai tertarik dan gk bisa berhenti suka jeketi",Rp 500.000 - 1.000.000,"Streaming Theater, Birthday T-shirt, Merchandise Lainnya",Lainnya,,,,,,,,,,,,,,,,
12/30/2023 18:28:47,tahun 2023,Laki-Laki,15-20 tahun,Fans near,Pelajar/Mahasiswa,Iya,Twitter,"Ingin merasakan perkembangan bersama oshiku ( Kathrina irene ) walau saya fans baru saya pikir rasa antusias saya kepada oshi saya cukup besar, dan saya ingin meng support oshi saya apapun hasilnya nanti , Setidaknya saya ingin menjadi fans yang baik dan tidak melakukan hal yang buruk ",< Rp 500.000,"Video Call with JKT48, Tiket event off-air atau on-air, Merchandise Lainnya",JKT48 Tour 2022 & 2023,"Windah basudara, Karena dari sana lah saya mengenal oshi saya, dan saya mulai mendalami jkt48 ",,,,,,,,,,,,,,,
12/30/2023 18:33:01,tahun 2023,Laki-Laki,15-20 tahun,Fans far,Pelajar/Mahasiswa,Iya,Twitter,karena jkt48 hidupku menjadi lebih baik,< Rp 500.000,"Birthday T-shirt, Tiket Konser, Tiket event off-air atau on-air, Merchandise Lainnya",Konten Tiktok Terkait JKT48,"ROBBY S PUTRA, karena dia jg streamer jkt48 yang paham akan dunia jkt48",,,,,,,,,,,,,,,
12/30/2023 18:48:31,tahun 2023,Laki-Laki,20-25 tahun,Fans near,Pelajar/Mahasiswa,Iya,Twitter,Dihasut teman dan terkena freyanisasi,< Rp 500.000,"Theater, Tiket Konser, Tiket event off-air atau on-air",Meme Freya,,,,,,,,,,,,,,,,
12/30/2023 18:52:02,tahun 2023,Perempuan,20-25 tahun,Fans far,Bekerja,Iya,Youtube,"yang pertama, karena lagu lagu jkt enak didengar, trus aku nemu video yang sharehouse 48. ternyata membernya kocak kocak. lalu mulai coba cari tau, membernya siapa aja sih. dan dapet deh oshi pertama chika",< Rp 500.000,Birthday T-shirt,Konten Tiktok Terkait JKT48,,,,,,,,,,,,,,,,
12/30/2023 18:53:26,tahun 2023,Laki-Laki,15-20 tahun,Fans far,Pelajar/Mahasiswa,Iya,Twitter,Karena saya tidak punya pacar ,< Rp 500.000,"Tiket Konser, Tiket event off-air atau on-air, Merchandise Lainnya",Meme Freya,"APA ITU JALUR STREAMER, JALUR SPAM KAH??????",,,,,,,,,,,,,,,
12/30/2023 18:55:26,tahun 2023,Perempuan,10-15 tahun,Fans near,Pelajar/Mahasiswa,Iya,Instagram,Waktu itu iseng iseng aja sih serch JKT 48 karna Freya masuk di fyp,< Rp 500.000,"Birthday T-shirt, Merchandise Lainnya",Meme Freya,Ka Aina Suci sih soalnya kalo ngasih info jelas dan ga bikin bingubg,,,,,,,,,,,,,,,
12/30/2023 19:27:43,tahun 2023,Perempuan,10-15 tahun,Fans far,Pelajar/Mahasiswa,Tidak,Tiktok,Karena masih ada oshi saya di dalam JKT48 dan saya tidak bisa melepaskan JKT48 karena saya sangat sayang mereka,Rp 500.000 - 1.000.000,"Birthday T-shirt, Merchandise Lainnya",Konten Tiktok Terkait JKT48,Saya tidak memilih steamer,,,,,,,,,,,,,,,
12/30/2023 19:37:46,tahun 2023,Laki-Laki,15-20 tahun,Fans far,Pelajar/Mahasiswa,Iya,Tiktok,lihat meme freya waktu ramadhan 2023,< Rp 500.000,"Tiket Konser, Tiket event off-air atau on-air, Merchandise Lainnya",Meme Freya,,,,,,,,,,,,,,,,
12/30/2023 19:45:28,tahun 2021,Laki-Laki,15-20 tahun,Fans far,Pelajar/Mahasiswa,Iya,Youtube,Fiony ,Rp 500.000 - 1.000.000,Streaming Theater,Konten Tiktok Terkait JKT48,Gak ada,,,,,,,,,,,,,,,
12/30/2023 19:49:11,tahun 2023,Laki-Laki,15-20 tahun,Fans far,Bekerja,Iya,Twitter,menjadi teman di saat sepi & suka sama lagunya,< Rp 500.000,"Streaming Theater, Birthday T-shirt",JKT48 Tour 2022 & 2023,,,,,,,,,,,,,,,,
12/30/2023 19:54:04,tahun 2023,Laki-Laki,10-15 tahun,Fans far,Pelajar/Mahasiswa,Tidak,Youtube,Lagu² JKT48 selera musik saya banget,< Rp 500.000,Streaming Theater,Konten Clip Theater JKT48,-,,,,,,,,,,,,,,,
12/30/2023 19:59:10,tahun 2023,Laki-Laki,20-25 tahun,Fans far,Pelajar/Mahasiswa,Iya,Tiktok,Melihat perjuangan member ataupun yang terlibat dalam JKT48 mempertahankan JKT48 untuk tetap eksis sampai sekarang,< Rp 500.000,"Birthday T-shirt, Tiket Konser, Tiket event off-air atau on-air",Meme Freya,,,,,,,,,,,,,,,,
12/30/2023 20:01:36,tahun 2023,Laki-Laki,15-20 tahun,Fans far,Pelajar/Mahasiswa,Iya,Twitter,Mencari hobby baru dan pengalaman baru,< Rp 500.000,"Tiket Konser, Merchandise Lainnya",Lainnya,,,,,,,,,,,,,,,,
12/30/2023 20:06:00,tahun 2023,Laki-Laki,10-15 tahun,Fans far,Pelajar/Mahasiswa,Tidak,Twitter,karna temen,< Rp 500.000,Merchandise Lainnya,Instagram post terkait JKT48,,,,,,,,,,,,,,,,
12/30/2023 20:13:01,tahun 2023,Perempuan,15-20 tahun,Fans far,Pelajar/Mahasiswa,Tidak,Twitter,waktu itu aku lihat video tiktok muthe di fyp aku nah dia make hoodie twice gituu jadi aku mulai lihat lihat lah atau mulai mengenal lah jkt48 ituu apaa,< Rp 500.000,Merchandise Lainnya,Konten Tiktok Terkait JKT48,ga ada sih ini,,,,,,,,,,,,,,,
12/30/2023 20:26:31,tahun 2023,Perempuan,15-20 tahun,Fans far,Pelajar/Mahasiswa,Tidak,Twitter,Lagu jkt48,< Rp 500.000,Merchandise Lainnya,Konten Tiktok Terkait JKT48,,,,,,,,,,,,,,,,
12/30/2023 20:26:33,tahun 2022,Laki-Laki,15-20 tahun,Fans near,Pelajar/Mahasiswa,Iya,Twitter,kebahagiaan yang tidak pernah dirasakan sebelumnya.,< Rp 500.000,"Streaming Theater, Video Call with JKT48, Tiket event off-air atau on-air, Merchandise Lainnya",Konten Clip Theater JKT48,,,,,,,,,,,,,,,,
12/30/2023 20:31:10,tahun 2023,Laki-Laki,15-20 tahun,Fans far,Pelajar/Mahasiswa,Iya,Tiktok,"Kepelet Freya, Adel hehe",< Rp 500.000,"Streaming Theater, Birthday T-shirt, Tiket event off-air atau on-air, Merchandise Lainnya",Meme Freya,-,,,,,,,,,,,,,,,
12/30/2023 20:40:36,tahun 2022,Laki-Laki,15-20 tahun,Fans far,Pelajar/Mahasiswa,Iya,Tiktok,Abis putus cinta,< Rp 500.000,Merchandise Lainnya,Meme Freya,Windah basudara,,,,,,,,,,,,,,,
12/30/2023 21:08:18,tahun 2023,Laki-Laki,10-15 tahun,Fans far,Pelajar/Mahasiswa,Iya,Instagram,"Member nya cntik dan ramah
Positiv vibes",< Rp 500.000,Merchandise Lainnya,Konten Tiktok Terkait JKT48,,,,,,,,,,,,,,,,
12/30/2023 21:16:23,tahun 2023,Perempuan,10-15 tahun,Fans near,Pelajar/Mahasiswa,Tidak,Tiktok,"Karena saya suka sekali dengan lagu
",< Rp 500.000,Merchandise Lainnya,Konten Tiktok Terkait JKT48,,,,,,,,,,,,,,,,
12/30/2023 21:28:20,tahun 2023,Laki-Laki,10-15 tahun,Fans far,Pelajar/Mahasiswa,Tidak,Tiktok,"Karna banyak member yg unik seperti, Freya keturunan Sultan jogja",< Rp 500.000,Streaming Theater,Konten Tiktok Terkait JKT48,,,,,,,,,,,,,,,,
12/30/2023 21:44:48,tahun 2023,Laki-Laki,15-20 tahun,Fans near,Pelajar/Mahasiswa,Iya,Tiktok,Karena ingin melihat idola idola dan ingin mendengar lagu² yg menarik,< Rp 500.000,Birthday T-shirt,Konten Tiktok Terkait JKT48,"Freya katena dia orang yang pemberani, pantang menyerah, bekerja keras .",,,,,,,,,,,,,,,
